Free Function Name,Free Function Stereotype
"usingStreamApiMethod","property wrapper"
"usingParseIntMethod","property wrapper"
"usingArraysSetAllMethod","property wrapper"
"floatToByteArray","literal wrapper"
"byteArrayToFloat","property wrapper"
"floatToByteArrayWithByteBuffer","literal wrapper"
"byteArrayToFloatWithByteBuffer","literal wrapper"
"convertWithStreamToList","literal wrapper"
"convertWithStreamIterator","literal wrapper"
"convertWithApacheCommonsAndJavaAsList","literal wrapper"
"convertWithGuava","literal wrapper"
"stringStreamToStringArrayUsingFunctionalInterface","property wrapper"
"stringStreamToStringArrayUsingMethodReference","property wrapper"
"stringStreamToStringArrayUsingLambda","property wrapper"
"integerStreamToIntegerArray","property wrapper"
"intStreamToPrimitiveIntArray","property wrapper"
"stringArrayToStreamUsingArraysStream","literal wrapper"
"stringArrayToStreamUsingStreamOf","literal wrapper"
"primitiveIntArrayToStreamUsingArraysStream","literal wrapper"
"primitiveIntArrayToStreamUsingStreamOf","literal wrapper"
"main","main"
"declaration","literal"
"initialization","literal"
"access","literal"
"iterating","literal"
"varargs","literal wrapper"
"varargMethod","unclassified"
"transformIntoList","literal wrapper"
"transformIntoStream","literal wrapper"
"sort","literal wrapper"
"search","literal wrapper"
"merge","literal wrapper"
"main","main"
"main","main"
"main","main"
"removeDuplicateOnSortedArray","property wrapper"
"mergeAndRemoveDuplicatesUsingStream","literal wrapper"
"mergeAndRemoveDuplicatesUsingSet","literal wrapper"
"getArrayFromSet","property wrapper"
"mergeAndRemoveDuplicates","literal wrapper"
"mergeAndRemoveDuplicatesOnSortedArray","literal wrapper"
"mergeArrays","property wrapper"
"removeDuplicate","property wrapper"
"isElementPresent","predicate"
"genericArray","property wrapper"
"getCommaDelimited","literal wrapper"
"findClosestToZero","property wrapper"
"findClosestToZeroWithPriorityQueue","property wrapper"
"findClosestToZero","property wrapper"
"findMajorityElementUsingForLoop","property"
"findMajorityElementUsingSorting","property wrapper"
"findMajorityElementUsingHashMap","property wrapper"
"findMajorityElementUsingMooreVoting","property"
"main","main"
"setZeroesByNaiveApproach","command"
"setZeroesByTimeOptimizedApproach","command"
"hasZeroInFirstRow","predicate"
"hasZeroInFirstCol","predicate"
"markZeroesInMatrix","command"
"setZeroesInRows","command"
"setZeroesInCols","command"
"setZeroesInFirstRow","command"
"setZeroesInFirstCol","command"
"setZeroesByOptimalApproach","wrapper"
"usingArraySort","property wrapper"
"usingSinglePassThrough","property"
"usingMinHeap","property wrapper"
"findSumWithoutUsingStream","property"
"findSumUsingStream","literal wrapper"
"findSumUsingStream","literal wrapper"
"findAverageWithoutUsingStream","property wrapper"
"findAverageUsingStream","literal wrapper"
"intersectionSimple","literal wrapper"
"intersectionSet","literal wrapper"
"intersectionMultiSet","literal wrapper"
"concatWithCollection","property wrapper"
"concatWithArrayCopy","literal wrapper"
"concatWithCopy2","property wrapper"
"concatWithStream","property wrapper"
"concatIntArraysWithIntStream","literal wrapper"
"sumOfTwoArrays","property"
"sumOfTwoArrays","property"
"sumOfTwoArrays","literal wrapper"
"main","main"
"setup","literal wrapper"
"createEmployeesArray","global-command literal wrapper"
"arrayProvider","literal wrapper"
"primitiveProvider","literal wrapper"
"referenceTypesProvider","literal wrapper"
"main","main"
"initializeArrayInLoop","global-command literal"
"initializeMultiDimensionalArrayInLoop","global-command literal"
"initializeArrayAtTimeOfDeclarationMethod1","literal"
"initializeArrayAtTimeOfDeclarationMethod2","literal"
"initializeArrayAtTimeOfDeclarationMethod3","literal"
"initializeArrayUsingArraysFill","literal wrapper"
"initializeArrayRangeUsingArraysFill","literal wrapper"
"initializeArrayUsingArraysCopy","literal wrapper"
"initializeLargerArrayUsingArraysCopy","literal wrapper"
"initializeArrayUsingArraysSetAll","literal wrapper"
"initializeArrayUsingArraysUtilClone","literal wrapper"
"seedArray","property wrapper"
"getFirstObject","unclassified"
"getFirstInt","unclassified"
"getLastObject","unclassified"
"getLastInt","unclassified"
"appendObject","literal wrapper"
"appendInt","property wrapper"
"appendIntWithUtils","literal wrapper"
"compareObjectArrays","literal wrapper"
"compareIntArrays","literal wrapper"
"deepCompareObjectArrayUsingArrays","literal wrapper"
"deepCompareIntArrayUsingArrays","literal wrapper"
"isEmptyObjectArrayUsingUtils","literal wrapper"
"isEmptyIntArrayUsingUtils","literal wrapper"
"removeDuplicateObjects","literal wrapper"
"removeDuplicateInts","literal wrapper"
"removeDuplicateWithOrderObjectArray","literal wrapper"
"removeDuplicateWithOrderIntArray","literal wrapper"
"printObjectArray","literal wrapper"
"printObjectArray","literal wrapper"
"printIntArray","literal wrapper"
"printIntArray","literal wrapper"
"unboxIntegerArray","literal wrapper"
"boxIntArray","literal wrapper"
"mapObjectArray","property wrapper"
"mapIntArrayToString","literal wrapper"
"filterObjectArray","literal wrapper"
"filterIntArray","literal wrapper"
"insertBetweenIntArray","literal wrapper"
"insertBetweenObjectArray","literal wrapper"
"shuffleIntArray","literal wrapper"
"shuffleObjectArray","literal wrapper"
"getRandomFromIntArray","wrapper"
"getRandomFromObjectArray","wrapper"
"intersectionSimple","literal wrapper"
"intersectionSet","literal wrapper"
"intersectionMultiSet","literal wrapper"
"addElementUsingPureJava","property"
"insertAnElementAtAGivenIndex","property"
"prependAnElementToArray","property wrapper"
"forLoop","property"
"listIndexOf","literal wrapper"
"intStream","literal wrapper"
"getAnIntegerElement","property wrapper"
"modifyAnIntegerElement","wrapper"
"appendAnIntegerElement","wrapper"
"insertAnIntegerElementAtIndex","wrapper"
"usingNativeJava","property wrapper"
"usingJava8ObjectStream","literal wrapper"
"usingJava8FlatMaps","literal wrapper"
"usingApacheCommons","literal wrapper"
"usingGuava","literal wrapper"
"usingNativeJava","literal wrapper"
"usingJava8ObjectStream","property wrapper"
"usingJava8FlatMaps","literal wrapper"
"usingApacheCommons","literal wrapper"
"usingGuava","literal wrapper"
"usingPlainJava","literal wrapper"
"usingJava8ForEach","wrapper"
"usingJava8FlatMaps","literal wrapper"
"usingApacheCommons","literal wrapper"
"usingGuava","property"
"usingNativeJava","literal wrapper"
"usingJava8ObjectStream","property wrapper"
"usingJava8FlatMaps","literal wrapper"
"usingApacheCommons","literal wrapper"
"usingGuava","literal wrapper"
"findEvenNumbers","wrapper"
"findEvenNumbers","literal wrapper"
"findEvenNumbersUsingIterate","literal wrapper"
"findEvenNumbers","literal wrapper"
"filterCollectionHelperMethod","property wrapper"
"findEvenNumbersUsingHelperMethod","literal wrapper"
"findEvenNumbers","property wrapper"
"main","main"
"sizeUsingJava7","property wrapper"
"sizeUsingJava8","property wrapper"
"sizeUsingApacheCollections","literal wrapper"
"sizeUsingGoogleGuava","literal wrapper"
"main","main"
"iterator","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"getNumbers","literal wrapper"
"concat","property wrapper"
"makeListFromIterable","property wrapper"
"assertStreamEquals","wrapper"
"assertStreamEquals","wrapper"
"assertStreamEquals","wrapper"
"main","main"
"main","main"
"main","main"
"failFast1","literal wrapper"
"failFast2","literal wrapper"
"failSafe1","literal wrapper"
"main","main"
"main","main"
"main","main"
"sortReferenceType","literal wrapper"
"sortCollection","literal wrapper"
"sortPrimitives","literal wrapper"
"createEmployeeComparator","literal wrapper"
"main","main"
"getPersons","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"worstAndAverageCasesTimeComplexity","literal wrapper"
"bestCaseTimeComplexity","literal wrapper"
"main","main"
"main","main"
"main","main"
"sort","literal wrapper"
"sort","wrapper"
"merge","command"
"sort","literal wrapper"
"sort","wrapper"
"partition","property global-command"
"sort","wrapper"
"sort","wrapper"
"partition","property wrapper"
"main","main"
"showPriorityQueueWithIterator","literal wrapper"
"showFailFastIteratorBehavior","literal wrapper"
"showCustomOrderingWithIterator","literal wrapper"
"showCustomOrderingWithPoll","literal wrapper"
"useIteratorToCapitalizeNames","literal wrapper"
"main","main"
"listProvider","literal wrapper"
"mapProvider","literal wrapper"
"getVector","literal wrapper"
"listProvider","literal wrapper"
"pairProvider","literal wrapper"
"mapEntryProvider","literal wrapper"
"bookProvider","literal wrapper"
"main","main"
"main","main"
"findPeaks","property wrapper"
"findPeakElements","wrapper"
"findSinglePeak","property wrapper"
"addIfNonNull","wrapper"
"listProvider","literal wrapper"
"main","main"
"getDefaultCapacity","property wrapper"
"main","main"
"main","main"
"ignoreCaseContains","predicate wrapper"
"main","main"
"main","main"
"mapList","property wrapper"
"compareListWithArray","predicate wrapper"
"convertUsingConstructor","property wrapper"
"convertUsingAddAllMethod","property wrapper"
"convertUsingStreamApi","property wrapper"
"convertUsingForLoop","property wrapper"
"convertUsingGuava","property wrapper"
"usingIfPresent","property wrapper"
"usingOrElse","property wrapper"
"usingOrElseGet","property wrapper"
"usingStream","property wrapper"
"usingStreamFilter","property wrapper"
"usingStreamFlatMap","property wrapper"
"assertSequences","wrapper"
"assertSequences","wrapper"
"assertSequences","wrapper"
"floatListProvider","literal wrapper"
"setUpClass","literal wrapper"
"isSorted","predicate wrapper"
"countByClassicalLoop","property wrapper"
"countByForEachLoopWithGetOrDefault","property wrapper"
"countByForEachLoopWithMapCompute","property wrapper"
"countByForEachLoopWithMapMerge","property wrapper"
"countByStreamToMap","property wrapper"
"countByStreamGroupBy","property wrapper"
"main","main"
"intStream","literal wrapper"
"guavaPrimitives","literal wrapper"
"main","main"
"main","main"
"main","main"
"reverseWithRecursion","wrapper"
"reverseWithLoop","wrapper"
"main","main"
"findDuplicateInArrayWithForLoop","property wrapper"
"findDuplicateInArrayWithStream","literal wrapper"
"newListWithDefault","property wrapper"
"newListWithDefault2","property wrapper"
"setup","global-command literal"
"sortUsingForLoop","property wrapper"
"sortUsingComparator","wrapper"
"sortUsingStreamAPI","wrapper"
"sortUsingMap","wrapper"
"sortUsingGuava","literal wrapper"
"sortUsingVavr","literal wrapper"
"safeSubList","property wrapper"
"appendAnElement","literal wrapper"
"appendElements","literal wrapper"
"removeWithWhileLoopPrimitiveElement","wrapper"
"removeWithWhileLoopNonPrimitiveElement","wrapper"
"removeWithWhileLoopStoringFirstOccurrenceIndex","wrapper"
"removeWithCallingRemoveUntilModifies","wrapper"
"removeWithStandardForLoopUsingIndex","wrapper"
"removeWithForLoopDecrementOnRemove","wrapper"
"removeWithForLoopIncrementIfRemains","wrapper"
"removeWithForEachLoop","wrapper"
"removeWithIterator","wrapper"
"removeWithCollectingAndReturningRemainingElements","property wrapper"
"removeWithCollectingRemainingElementsAndAddingToOriginalList","wrapper"
"removeWithStreamFilter","property wrapper"
"removeWithRemoveIf","wrapper"
"forEach","literal wrapper"
"getOrDefault","literal wrapper"
"putIfAbsent","literal wrapper"
"merge","literal wrapper"
"compute","literal wrapper"
"convertWithIteration","property wrapper"
"convertWithStream","property wrapper"
"convertWithGuava","literal wrapper"
"convertWithApache","literal wrapper"
"convertWithStream","property wrapper"
"convertWithGuava","literal wrapper"
"copyUsingConstructor","literal"
"copyUsingClone","property wrapper"
"copyUsingPut","property wrapper"
"copyUsingPutAll","literal wrapper"
"copyUsingJava8Stream","property wrapper"
"shallowCopy","property wrapper"
"deepCopy","literal wrapper"
"createSingletonMap","literal wrapper"
"main","main"
"main","main"
"main","main"
"streamMerge","literal wrapper"
"streamEx","literal wrapper"
"streamOf","literal wrapper"
"streamConcat","literal wrapper"
"mergeFunction","literal wrapper"
"initialize","literal wrapper"
"main","main"
"hppcMap","literal wrapper"
"fastutilMap","literal wrapper"
"eclipseCollectionsMap","literal wrapper"
"main","main"
"sortGuava","literal wrapper"
"sortStream","literal wrapper"
"treeSetByValue","literal wrapper"
"treeSetByKey","literal wrapper"
"treeMapSortByKey","literal wrapper"
"arrayListSortByValue","literal wrapper"
"arrayListSortByKey","literal wrapper"
"initialize","literal wrapper"
"addDuplicates","literal wrapper"
"main","main"
"main","main"
"typeCastConvert","property"
"loopConvert","property wrapper"
"streamConvert","property wrapper"
"guavaConvert","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"addNullKeyValue","literal wrapper"
"iterateIdentityHashMap","wrapper"
"demoMutableKeys","literal wrapper"
"demoHashMapVsIdentityMap","literal wrapper"
"getSynchronizedMap","literal wrapper"
"createFromAnotherMap","literal"
"updateWithNewValue","wrapper"
"addValue","wrapper"
"addAllValues","wrapper"
"createWithSimpleData","literal wrapper"
"main","main"
"invertMapUsingForLoop","property wrapper"
"invertMapUsingStreams","property wrapper"
"invertMapUsingMapper","property wrapper"
"invertMapUsingGroupingBy","property wrapper"
"sortMapByValueDescending","property wrapper"
"deserializeCustomObject","property wrapper"
"main","main"
"main","main"
"main","main"
"printMap","property wrapper"
"cleanUp","literal wrapper"
"assertEqualsMapAndUser","wrapper"
"transformMap","property wrapper"
"createEmptyMap","literal wrapper"
"createMapUsingGuava","literal wrapper"
"createImmutableMapUsingGuava","literal wrapper"
"returnCopyAndClearMap","literal wrapper"
"returnCopyAndRewriteMap","literal wrapper"
"keys","property wrapper"
"getKeys","property wrapper"
"getKey","property wrapper"
"setup","literal wrapper"
"main","main"
"copyByConstructor","literal"
"copyBySetAddAll","literal wrapper"
"copyBySetClone","property wrapper"
"copyByJson","literal wrapper"
"copyByApacheCommonsLang","property wrapper"
"copyByCollectorsToSet","property wrapper"
"findSymmetricDiff","property wrapper"
"putKey","wrapper"
"main","main"
"java9Of","literal wrapper"
"guavaOf","literal wrapper"
"copyOf","wrapper"
"coreJDK","wrapper"
"newHashSet","literal wrapper"
"measureExecution","property wrapper"
"setOf","literal wrapper"
"failConvert","literal"
"iterateConvert","property wrapper"
